algorithm,iteration,verification_time_us,steps,repeat
verify_dilithium,1,146,1,1
verify_dilithium,2,107,1,1
verify_dilithium,3,109,1,1
verify_dilithium,4,112,1,1
verify_dilithium,5,110,1,1
verify_dilithium,6,109,1,1
verify_dilithium,7,112,1,1
verify_dilithium,8,114,1,1
verify_dilithium,9,116,1,1
verify_dilithium,10,109,1,1
verify_dilithium,11,110,1,1
verify_dilithium,12,110,1,1
verify_dilithium,13,108,1,1
verify_dilithium,14,108,1,1
verify_dilithium,15,109,1,1
verify_dilithium,16,110,1,1
verify_dilithium,17,114,1,1
verify_dilithium,18,114,1,1
verify_dilithium,19,110,1,1
verify_dilithium,20,116,1,1
verify_dilithium,21,110,1,1
verify_dilithium,22,109,1,1
verify_dilithium,23,108,1,1
verify_dilithium,24,108,1,1
verify_dilithium,25,109,1,1
verify_dilithium,26,111,1,1
verify_dilithium,27,110,1,1
verify_dilithium,28,111,1,1
verify_dilithium,29,113,1,1
verify_dilithium,30,109,1,1
verify_dilithium,31,114,1,1
verify_dilithium,32,109,1,1
verify_dilithium,33,113,1,1
verify_dilithium,34,111,1,1
verify_dilithium,35,109,1,1
verify_dilithium,36,110,1,1
verify_dilithium,37,122,1,1
verify_dilithium,38,114,1,1
verify_dilithium,39,108,1,1
verify_dilithium,40,109,1,1
verify_dilithium,41,115,1,1
verify_dilithium,42,111,1,1
verify_dilithium,43,110,1,1
verify_dilithium,44,112,1,1
verify_dilithium,45,109,1,1
verify_dilithium,46,112,1,1
verify_dilithium,47,113,1,1
verify_dilithium,48,114,1,1
verify_dilithium,49,120,1,1
verify_dilithium,50,112,1,1
verify_dilithium,51,115,1,1
verify_dilithium,52,113,1,1
verify_dilithium,53,112,1,1
verify_dilithium,54,109,1,1
verify_dilithium,55,110,1,1
verify_dilithium,56,112,1,1
verify_dilithium,57,109,1,1
verify_dilithium,58,110,1,1
verify_dilithium,59,113,1,1
verify_dilithium,60,117,1,1
verify_dilithium,61,111,1,1
verify_dilithium,62,108,1,1
verify_dilithium,63,109,1,1
verify_dilithium,64,114,1,1
verify_dilithium,65,120,1,1
verify_dilithium,66,123,1,1
verify_dilithium,67,108,1,1
verify_dilithium,68,109,1,1
verify_dilithium,69,108,1,1
verify_dilithium,70,114,1,1
verify_dilithium,71,111,1,1
verify_dilithium,72,115,1,1
verify_dilithium,73,110,1,1
verify_dilithium,74,108,1,1
verify_dilithium,75,111,1,1
verify_dilithium,76,111,1,1
verify_dilithium,77,125,1,1
verify_dilithium,78,110,1,1
verify_dilithium,79,113,1,1
verify_dilithium,80,109,1,1
verify_dilithium,81,114,1,1
verify_dilithium,82,110,1,1
verify_dilithium,83,110,1,1
verify_dilithium,84,111,1,1
verify_dilithium,85,113,1,1
verify_dilithium,86,114,1,1
verify_dilithium,87,108,1,1
verify_dilithium,88,109,1,1
verify_dilithium,89,108,1,1
verify_dilithium,90,109,1,1
verify_dilithium,91,116,1,1
verify_dilithium,92,109,1,1
verify_dilithium,93,115,1,1
verify_dilithium,94,111,1,1
verify_dilithium,95,111,1,1
verify_dilithium,96,116,1,1
verify_dilithium,97,112,1,1
verify_dilithium,98,112,1,1
verify_dilithium,99,110,1,1
verify_dilithium,100,109,1,1
verify_dilithium,101,109,1,1
verify_dilithium,102,108,1,1
verify_dilithium,103,112,1,1
verify_dilithium,104,112,1,1
verify_dilithium,105,108,1,1
verify_dilithium,106,113,1,1
verify_dilithium,107,108,1,1
verify_dilithium,108,113,1,1
verify_dilithium,109,116,1,1
verify_dilithium,110,109,1,1
verify_dilithium,111,109,1,1
verify_dilithium,112,116,1,1
verify_dilithium,113,121,1,1
verify_dilithium,114,109,1,1
verify_dilithium,115,111,1,1
verify_dilithium,116,110,1,1
verify_dilithium,117,113,1,1
verify_dilithium,118,108,1,1
verify_dilithium,119,112,1,1
verify_dilithium,120,110,1,1
verify_dilithium,121,112,1,1
verify_dilithium,122,111,1,1
verify_dilithium,123,108,1,1
verify_dilithium,124,127,1,1
verify_dilithium,125,110,1,1
verify_dilithium,126,111,1,1
verify_dilithium,127,110,1,1
verify_dilithium,128,113,1,1
verify_dilithium,129,108,1,1
verify_dilithium,130,112,1,1
verify_dilithium,131,114,1,1
verify_dilithium,132,116,1,1
verify_dilithium,133,108,1,1
verify_dilithium,134,113,1,1
verify_dilithium,135,110,1,1
verify_dilithium,136,108,1,1
verify_dilithium,137,111,1,1
verify_dilithium,138,108,1,1
verify_dilithium,139,109,1,1
verify_dilithium,140,111,1,1
verify_dilithium,141,110,1,1
verify_dilithium,142,116,1,1
verify_dilithium,143,109,1,1
verify_dilithium,144,111,1,1
verify_dilithium,145,108,1,1
verify_dilithium,146,109,1,1
verify_dilithium,147,110,1,1
verify_dilithium,148,111,1,1
verify_dilithium,149,109,1,1
verify_dilithium,150,111,1,1
verify_dilithium,151,129,1,1
verify_dilithium,152,111,1,1
verify_dilithium,153,113,1,1
verify_dilithium,154,110,1,1
verify_dilithium,155,111,1,1
verify_dilithium,156,111,1,1
verify_dilithium,157,108,1,1
verify_dilithium,158,115,1,1
verify_dilithium,159,122,1,1
verify_dilithium,160,121,1,1
verify_dilithium,161,111,1,1
verify_dilithium,162,115,1,1
verify_dilithium,163,109,1,1
verify_dilithium,164,113,1,1
verify_dilithium,165,111,1,1
verify_dilithium,166,116,1,1
verify_dilithium,167,125,1,1
verify_dilithium,168,114,1,1
verify_dilithium,169,110,1,1
verify_dilithium,170,117,1,1
verify_dilithium,171,111,1,1
verify_dilithium,172,110,1,1
verify_dilithium,173,113,1,1
verify_dilithium,174,111,1,1
verify_dilithium,175,111,1,1
verify_dilithium,176,109,1,1
verify_dilithium,177,111,1,1
verify_dilithium,178,109,1,1
verify_dilithium,179,111,1,1
verify_dilithium,180,113,1,1
verify_dilithium,181,112,1,1
verify_dilithium,182,116,1,1
verify_dilithium,183,129,1,1
verify_dilithium,184,110,1,1
verify_dilithium,185,112,1,1
verify_dilithium,186,111,1,1
verify_dilithium,187,117,1,1
verify_dilithium,188,115,1,1
verify_dilithium,189,115,1,1
verify_dilithium,190,115,1,1
verify_dilithium,191,115,1,1
verify_dilithium,192,108,1,1
verify_dilithium,193,112,1,1
verify_dilithium,194,109,1,1
verify_dilithium,195,112,1,1
verify_dilithium,196,109,1,1
verify_dilithium,197,130,1,1
verify_dilithium,198,108,1,1
verify_dilithium,199,111,1,1
verify_dilithium,200,115,1,1
verify_dilithium,201,115,1,1
verify_dilithium,202,112,1,1
verify_dilithium,203,109,1,1
verify_dilithium,204,113,1,1
verify_dilithium,205,109,1,1
verify_dilithium,206,112,1,1
verify_dilithium,207,109,1,1
verify_dilithium,208,111,1,1
verify_dilithium,209,114,1,1
verify_dilithium,210,112,1,1
verify_dilithium,211,113,1,1
verify_dilithium,212,111,1,1
verify_dilithium,213,110,1,1
verify_dilithium,214,112,1,1
verify_dilithium,215,114,1,1
verify_dilithium,216,109,1,1
verify_dilithium,217,111,1,1
verify_dilithium,218,110,1,1
verify_dilithium,219,108,1,1
verify_dilithium,220,110,1,1
verify_dilithium,221,109,1,1
verify_dilithium,222,111,1,1
verify_dilithium,223,112,1,1
verify_dilithium,224,113,1,1
verify_dilithium,225,109,1,1
verify_dilithium,226,110,1,1
verify_dilithium,227,109,1,1
verify_dilithium,228,112,1,1
verify_dilithium,229,108,1,1
verify_dilithium,230,115,1,1
verify_dilithium,231,112,1,1
verify_dilithium,232,109,1,1
verify_dilithium,233,113,1,1
verify_dilithium,234,109,1,1
verify_dilithium,235,111,1,1
verify_dilithium,236,108,1,1
verify_dilithium,237,111,1,1
verify_dilithium,238,110,1,1
verify_dilithium,239,111,1,1
verify_dilithium,240,110,1,1
verify_dilithium,241,108,1,1
verify_dilithium,242,112,1,1
verify_dilithium,243,114,1,1
verify_dilithium,244,116,1,1
verify_dilithium,245,115,1,1
verify_dilithium,246,118,1,1
verify_dilithium,247,109,1,1
verify_dilithium,248,110,1,1
verify_dilithium,249,108,1,1
verify_dilithium,250,115,1,1
verify_dilithium,251,111,1,1
verify_dilithium,252,110,1,1
verify_dilithium,253,115,1,1
verify_dilithium,254,110,1,1
verify_dilithium,255,110,1,1
verify_dilithium,256,108,1,1
verify_dilithium,257,115,1,1
verify_dilithium,258,118,1,1
verify_dilithium,259,111,1,1
verify_dilithium,260,109,1,1
verify_dilithium,261,109,1,1
verify_dilithium,262,112,1,1
verify_dilithium,263,108,1,1
verify_dilithium,264,112,1,1
verify_dilithium,265,109,1,1
verify_dilithium,266,110,1,1
verify_dilithium,267,110,1,1
verify_dilithium,268,110,1,1
verify_dilithium,269,108,1,1
verify_dilithium,270,117,1,1
verify_dilithium,271,111,1,1
verify_dilithium,272,109,1,1
verify_dilithium,273,113,1,1
verify_dilithium,274,110,1,1
verify_dilithium,275,112,1,1
verify_dilithium,276,108,1,1
verify_dilithium,277,111,1,1
verify_dilithium,278,114,1,1
verify_dilithium,279,110,1,1
verify_dilithium,280,112,1,1
verify_dilithium,281,112,1,1
verify_dilithium,282,113,1,1
verify_dilithium,283,109,1,1
verify_dilithium,284,113,1,1
verify_dilithium,285,109,1,1
verify_dilithium,286,114,1,1
verify_dilithium,287,109,1,1
verify_dilithium,288,110,1,1
verify_dilithium,289,111,1,1
verify_dilithium,290,109,1,1
verify_dilithium,291,115,1,1
verify_dilithium,292,115,1,1
verify_dilithium,293,111,1,1
verify_dilithium,294,116,1,1
verify_dilithium,295,110,1,1
verify_dilithium,296,110,1,1
verify_dilithium,297,111,1,1
verify_dilithium,298,115,1,1
verify_dilithium,299,109,1,1
verify_dilithium,300,109,1,1
verify_dilithium,301,109,1,1
verify_dilithium,302,109,1,1
verify_dilithium,303,113,1,1
verify_dilithium,304,112,1,1
verify_dilithium,305,112,1,1
verify_dilithium,306,110,1,1
verify_dilithium,307,111,1,1
verify_dilithium,308,110,1,1
verify_dilithium,309,113,1,1
verify_dilithium,310,111,1,1
verify_dilithium,311,107,1,1
verify_dilithium,312,117,1,1
verify_dilithium,313,110,1,1
verify_dilithium,314,113,1,1
verify_dilithium,315,108,1,1
verify_dilithium,316,113,1,1
verify_dilithium,317,112,1,1
verify_dilithium,318,108,1,1
verify_dilithium,319,110,1,1
verify_dilithium,320,111,1,1
verify_dilithium,321,112,1,1
verify_dilithium,322,109,1,1
verify_dilithium,323,115,1,1
verify_dilithium,324,111,1,1
verify_dilithium,325,112,1,1
verify_dilithium,326,111,1,1
verify_dilithium,327,111,1,1
verify_dilithium,328,109,1,1
verify_dilithium,329,108,1,1
verify_dilithium,330,115,1,1
verify_dilithium,331,120,1,1
verify_dilithium,332,113,1,1
verify_dilithium,333,111,1,1
verify_dilithium,334,114,1,1
verify_dilithium,335,113,1,1
verify_dilithium,336,108,1,1
verify_dilithium,337,115,1,1
verify_dilithium,338,108,1,1
verify_dilithium,339,113,1,1
verify_dilithium,340,107,1,1
verify_dilithium,341,113,1,1
verify_dilithium,342,109,1,1
verify_dilithium,343,110,1,1
verify_dilithium,344,115,1,1
verify_dilithium,345,110,1,1
verify_dilithium,346,113,1,1
verify_dilithium,347,109,1,1
verify_dilithium,348,113,1,1
verify_dilithium,349,111,1,1
verify_dilithium,350,109,1,1
verify_dilithium,351,116,1,1
verify_dilithium,352,108,1,1
verify_dilithium,353,111,1,1
verify_dilithium,354,110,1,1
verify_dilithium,355,112,1,1
verify_dilithium,356,125,1,1
verify_dilithium,357,111,1,1
verify_dilithium,358,110,1,1
verify_dilithium,359,111,1,1
verify_dilithium,360,109,1,1
verify_dilithium,361,109,1,1
verify_dilithium,362,108,1,1
verify_dilithium,363,111,1,1
verify_dilithium,364,110,1,1
verify_dilithium,365,112,1,1
verify_dilithium,366,109,1,1
verify_dilithium,367,111,1,1
verify_dilithium,368,109,1,1
verify_dilithium,369,112,1,1
verify_dilithium,370,117,1,1
verify_dilithium,371,110,1,1
verify_dilithium,372,110,1,1
verify_dilithium,373,108,1,1
verify_dilithium,374,109,1,1
verify_dilithium,375,108,1,1
verify_dilithium,376,113,1,1
verify_dilithium,377,108,1,1
verify_dilithium,378,110,1,1
verify_dilithium,379,119,1,1
verify_dilithium,380,112,1,1
verify_dilithium,381,113,1,1
verify_dilithium,382,111,1,1
verify_dilithium,383,113,1,1
verify_dilithium,384,111,1,1
verify_dilithium,385,111,1,1
verify_dilithium,386,111,1,1
verify_dilithium,387,111,1,1
verify_dilithium,388,111,1,1
verify_dilithium,389,109,1,1
verify_dilithium,390,113,1,1
verify_dilithium,391,110,1,1
verify_dilithium,392,109,1,1
verify_dilithium,393,110,1,1
verify_dilithium,394,110,1,1
verify_dilithium,395,112,1,1
verify_dilithium,396,111,1,1
verify_dilithium,397,112,1,1
verify_dilithium,398,110,1,1
verify_dilithium,399,119,1,1
verify_dilithium,400,111,1,1
verify_dilithium,401,114,1,1
verify_dilithium,402,110,1,1
verify_dilithium,403,115,1,1
verify_dilithium,404,113,1,1
verify_dilithium,405,109,1,1
verify_dilithium,406,111,1,1
verify_dilithium,407,116,1,1
verify_dilithium,408,110,1,1
verify_dilithium,409,109,1,1
verify_dilithium,410,112,1,1
verify_dilithium,411,112,1,1
verify_dilithium,412,112,1,1
verify_dilithium,413,111,1,1
verify_dilithium,414,120,1,1
verify_dilithium,415,132,1,1
verify_dilithium,416,117,1,1
verify_dilithium,417,117,1,1
verify_dilithium,418,111,1,1
verify_dilithium,419,119,1,1
verify_dilithium,420,111,1,1
verify_dilithium,421,310,1,1
verify_dilithium,422,204,1,1
verify_dilithium,423,118,1,1
verify_dilithium,424,112,1,1
verify_dilithium,425,109,1,1
verify_dilithium,426,112,1,1
verify_dilithium,427,110,1,1
verify_dilithium,428,110,1,1
verify_dilithium,429,114,1,1
verify_dilithium,430,110,1,1
verify_dilithium,431,112,1,1
verify_dilithium,432,109,1,1
verify_dilithium,433,109,1,1
verify_dilithium,434,116,1,1
verify_dilithium,435,111,1,1
verify_dilithium,436,113,1,1
verify_dilithium,437,109,1,1
verify_dilithium,438,112,1,1
verify_dilithium,439,122,1,1
verify_dilithium,440,122,1,1
verify_dilithium,441,112,1,1
verify_dilithium,442,111,1,1
verify_dilithium,443,112,1,1
verify_dilithium,444,109,1,1
verify_dilithium,445,110,1,1
verify_dilithium,446,109,1,1
verify_dilithium,447,111,1,1
verify_dilithium,448,112,1,1
verify_dilithium,449,110,1,1
verify_dilithium,450,113,1,1
verify_dilithium,451,112,1,1
verify_dilithium,452,115,1,1
verify_dilithium,453,110,1,1
verify_dilithium,454,113,1,1
verify_dilithium,455,110,1,1
verify_dilithium,456,111,1,1
verify_dilithium,457,113,1,1
verify_dilithium,458,128,1,1
verify_dilithium,459,112,1,1
verify_dilithium,460,110,1,1
verify_dilithium,461,112,1,1
verify_dilithium,462,111,1,1
verify_dilithium,463,110,1,1
verify_dilithium,464,109,1,1
verify_dilithium,465,109,1,1
verify_dilithium,466,115,1,1
verify_dilithium,467,111,1,1
verify_dilithium,468,110,1,1
verify_dilithium,469,111,1,1
verify_dilithium,470,113,1,1
verify_dilithium,471,108,1,1
verify_dilithium,472,109,1,1
verify_dilithium,473,113,1,1
verify_dilithium,474,110,1,1
verify_dilithium,475,111,1,1
verify_dilithium,476,128,1,1
verify_dilithium,477,110,1,1
verify_dilithium,478,111,1,1
verify_dilithium,479,117,1,1
verify_dilithium,480,109,1,1
verify_dilithium,481,113,1,1
verify_dilithium,482,112,1,1
verify_dilithium,483,110,1,1
verify_dilithium,484,113,1,1
verify_dilithium,485,111,1,1
verify_dilithium,486,121,1,1
verify_dilithium,487,112,1,1
verify_dilithium,488,109,1,1
verify_dilithium,489,111,1,1
verify_dilithium,490,109,1,1
verify_dilithium,491,111,1,1
verify_dilithium,492,108,1,1
verify_dilithium,493,115,1,1
verify_dilithium,494,112,1,1
verify_dilithium,495,109,1,1
verify_dilithium,496,108,1,1
verify_dilithium,497,109,1,1
verify_dilithium,498,111,1,1
verify_dilithium,499,109,1,1
verify_dilithium,500,111,1,1
